STATE,Latitude,Longitude,Inhabited_villages,Uninhabited_villages,Towns,Households,Total_Population,Males_Population,Females_Population,Area,Density,WIND_SPEED,YEAR,ECONOMIC_LOSS,CASUALITIES,GDP_VALUE
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,141,1996,764043,99,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,148,1996,764389,112,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,147,1996,765255,115,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,137,1996,766460,96,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,148,1996,767148,113,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,148,1996,767402,121,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,150,1996,768170,121,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,149,1996,768173,118,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,137,1996,770112,95,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,149,1996,770327,117,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,154,1996,771532,98,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,151,1996,771792,114,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,153,1996,771967,117,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,147,1996,832185,99,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,144,1996,832699,120,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,136,1996,834078,98,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,154,1996,834931,116,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,153,1996,835362,121,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,139,1996,835437,119,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,151,1996,835634,117,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,139,1996,835672,121,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,137,1996,836886,93,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,150,1996,837420,98,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,148,1996,838704,100,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,149,1996,838864,101,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,154,1996,839771,114,11202
ANDHRA PRADESH,14.7504291,78.57002559,26286,1514,353,21022588,84580777,42442146,42138631,275045,308,143,1996,840586,98,11202
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,161,1998,260303,165,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,167,1998,260980,165,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,174,1998,261276,186,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,168,1998,261303,185,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,174,1998,261893,183,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,172,1998,263030,180,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,174,1998,263816,179,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,172,1998,264314,182,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,173,1998,264679,184,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,169,1998,264934,182,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,160,1998,265402,160,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,171,1998,266170,181,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,167,1998,267826,184,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,157,1998,268392,163,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,172,1998,268650,184,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,158,1998,269255,166,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,173,1998,269780,181,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,167,1998,330189,186,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,169,1998,330353,182,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,168,1998,330813,161,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,167,1998,332011,183,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,169,1998,334831,182,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,158,1998,335072,160,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,173,1998,335740,187,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,162,1998,336129,159,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,160,1998,336797,159,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,170,1998,337178,178,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,163,1998,337540,168,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,172,1998,337763,182,16153
GUJARAT,23.22,72.68,17843,382,348,12248428,60439692,31491260,28948432,196244,308,162,1998,338446,182,16153
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,259,1999,7360234,1990,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,259,1999,7360869,1986,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,269,1999,7360890,2008,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,252,1999,7361360,2014,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,254,1999,7361487,1993,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,258,1999,7362021,1991,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,264,1999,7363901,2009,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,264,1999,7363911,2010,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,262,1999,7364608,2005,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,251,1999,7365982,1994,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,254,1999,7366273,1993,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,253,1999,7366293,1990,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,259,1999,7367771,1989,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,264,1999,7368185,2009,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,258,1999,7368526,1994,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,268,1999,7369448,2014,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,256,1999,7369491,2013,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,261,1999,7430517,1986,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,258,1999,7430928,2008,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,264,1999,7433128,2005,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,255,1999,7433212,1987,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,257,1999,7433315,1991,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,253,1999,7434990,1990,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,262,1999,7436320,2008,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,252,1999,7436421,1989,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,267,1999,7436633,2008,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,264,1999,7436726,2008,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,264,1999,7436828,1989,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,264,1999,7438662,2005,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,258,1999,8400476,1486,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,255,1999,8400685,1491,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,251,1999,8400740,1488,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,252,1999,8400870,1491,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,253,1999,8400891,1487,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,253,1999,8402422,1511,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,260,1999,8403320,1510,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,258,1999,8403453,1492,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,255,1999,8404797,1511,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,252,1999,8406344,1488,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,257,1999,8406354,1490,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,262,1999,8406356,1486,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,264,1999,8406701,1512,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,268,1999,8407080,1493,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,250,1999,8407156,1486,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,256,1999,8407536,1493,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,264,1999,8471585,1506,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,250,1999,8472050,1494,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,253,1999,8473496,1495,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,253,1999,8473603,1486,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,264,1999,8473976,1505,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,264,1999,8474118,1512,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,267,1999,8474629,1506,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,256,1999,8475088,1489,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,266,1999,8475128,1506,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,268,1999,8475440,1508,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,262,1999,8476204,1493,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,265,1999,8476591,1490,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,266,1999,8477520,1507,10453
ODISHA,19.82042971,85.90001746,47675,3636,223,9637820,41974218,21212136,20762082,155707,270,268,1999,8479388,1487,10453
WEST BENGAL,22.58039044,88.32994665,37469,2734,909,20380315,91276115,46809027,44467088,88752,1028,91,2002,67402,160,16583
WEST BENGAL,22.58039044,88.32994665,37469,2734,909,20380315,91276115,46809027,44467088,88752,1028,106,2002,67601,186,16583
WEST BENGAL,22.58039044,88.32994665,37469,2734,909,20380315,91276115,46809027,44467088,88752,1028,103,2002,68093,181,16583
WEST BENGAL,22.58039044,88.32994665,37469,2734,909,20380315,91276115,46809027,44467088,88752,1028,108,2002,69678,183,16583
WEST BENGAL,22.58039044,88.32994665,37469,2734,909,20380315,91276115,46809027,44467088,88752,1028,96,2002,69806,161,16583
WEST BENGAL,22.58039044,88.32994665,37469,2734,909,20380315,91276115,46809027,44467088,88752,1028,94,2002,69922,166,16583
WEST BENGAL,22.58039044,88.32994665,37469,2734,909,20380315,91276115,46809027,44467088,88752,1028,94,2002,70784,161,16583
WEST BENGAL,22.58039044,88.32994665,37469,2734,909,20380315,91276115,46809027,44467088,88752,1028,105,2002,71765,186,16583
WEST BENGAL,22.58039044,88.32994665,37469,2734,909,20380315,91276115,46809027,44467088,88752,1028,109,2002,71939,185,16583
WEST BENGAL,22.58039044,88.32994665,37469,2734,909,20380315,91276115,46809027,44467088,88752,1028,98,2002,72653,163,16583
WEST BENGAL,22.58039044,88.32994665,37469,2734,909,20380315,91276115,46809027,44467088,88752,1028,92,2002,72950,164,16583
WEST BENGAL,22.58039044,88.32994665,37469,2734,909,20380315,91276115,46809027,44467088,88752,1028,105,2002,73175,178,16583
WEST BENGAL,22.58039044,88.32994665,37469,2734,909,20380315,91276115,46809027,44467088,88752,1028,109,2002,74058,161,16583
WEST BENGAL,22.58039044,88.32994665,37469,2734,909,20380315,91276115,46809027,44467088,88752,1028,105,2002,74411,184,16583
WEST BENGAL,22.58039044,88.32994665,37469,2734,909,20380315,91276115,46809027,44467088,88752,1028,93,2002,75451,159,16583
WEST BENGAL,22.58039044,88.32994665,37469,2734,909,20380315,91276115,46809027,44467088,88752,1028,108,2002,76706,160,16583
WEST BENGAL,22.58039044,88.32994665,37469,2734,909,20380315,91276115,46809027,44467088,88752,1028,106,2002,76755,186,16583
