WIND_SPEED,YEAR,STATE,ECONOMIC_LOSS,CASUALITIES
262,1999,ODISHA,8406356,1486
264,1999,ODISHA,8406701,1512
268,1999,ODISHA,8407080,1493
250,1999,ODISHA,8407156,1486
256,1999,ODISHA,8407536,1493
264,1999,ODISHA,8471585,1506
250,1999,ODISHA,8472050,1494
253,1999,ODISHA,8473496,1495
253,1999,ODISHA,8473603,1486
264,1999,ODISHA,8473976,1505
264,1999,ODISHA,8474118,1512
267,1999,ODISHA,8474629,1506
256,1999,ODISHA,8475088,1489
266,1999,ODISHA,8475128,1506
268,1999,ODISHA,8475440,1508
262,1999,ODISHA,8476204,1493
265,1999,ODISHA,8476591,1490
266,1999,ODISHA,8477520,1507
268,1999,ODISHA,8479388,1487
91,2002,WEST BENGAL,67402,160
106,2002,WEST BENGAL,67601,186
103,2002,WEST BENGAL,68093,181
108,2002,WEST BENGAL,69678,183
96,2002,WEST BENGAL,69806,161
94,2002,WEST BENGAL,69922,166
94,2002,WEST BENGAL,70784,161
105,2002,WEST BENGAL,71765,186
109,2002,WEST BENGAL,71939,185
98,2002,WEST BENGAL,72653,163
92,2002,WEST BENGAL,72950,164
105,2002,WEST BENGAL,73175,178
109,2002,WEST BENGAL,74058,161
105,2002,WEST BENGAL,74411,184
93,2002,WEST BENGAL,75451,159
108,2002,WEST BENGAL,76706,160
106,2002,WEST BENGAL,76755,186
109,2002,WEST BENGAL,77312,186
96,2002,WEST BENGAL,137778,168
106,2002,WEST BENGAL,139936,179
97,2002,WEST BENGAL,140152,165
108,2002,WEST BENGAL,140710,187
104,2002,WEST BENGAL,143251,183
106,2002,WEST BENGAL,143597,181
107,2002,WEST BENGAL,144506,180
101,2002,WEST BENGAL,145242,183
109,2002,WEST BENGAL,146416,184
95,2002,WEST BENGAL,146751,168
108,2002,WEST BENGAL,146752,184
107,2002,WEST BENGAL,147118,168
108,2004,MAHARASHTRA,74370,94
107,2004,MAHARASHTRA,75064,87
102,2004,MAHARASHTRA,75086,89
106,2004,MAHARASHTRA,75408,91
105,2004,MAHARASHTRA,76582,88
108,2004,MAHARASHTRA,77205,90
105,2004,MAHARASHTRA,77261,90
109,2004,MAHARASHTRA,78119,86
99,2004,MAHARASHTRA,78263,66
101,2004,MAHARASHTRA,78446,85
104,2004,MAHARASHTRA,78751,93
95,2004,MAHARASHTRA,79665,94
107,2004,MAHARASHTRA,80042,89
91,2004,MAHARASHTRA,80514,74
92,2004,MAHARASHTRA,81625,85
101,2004,MAHARASHTRA,82004,92
91,2004,MAHARASHTRA,83481,74
94,2004,MAHARASHTRA,83607,70
95,2004,MAHARASHTRA,147137,90
109,2004,MAHARASHTRA,147491,85
102,2004,MAHARASHTRA,148652,90
97,2004,MAHARASHTRA,150245,75
105,2004,MAHARASHTRA,150331,92
91,2004,MAHARASHTRA,150645,66
108,2004,MAHARASHTRA,150855,87
107,2004,MAHARASHTRA,150980,85
107,2004,MAHARASHTRA,151722,88
108,2004,MAHARASHTRA,152522,88
108,2004,MAHARASHTRA,153088,70
94,2004,MAHARASHTRA,153108,70
72,2005,MADHYA PRADESH,12360,261
56,2005,MADHYA PRADESH,13780,278
63,2005,MADHYA PRADESH,14758,261
58,2005,MADHYA PRADESH,15101,261
70,2005,MADHYA PRADESH,15794,282
59,2005,MADHYA PRADESH,16185,287
60,2005,MADHYA PRADESH,16548,259
61,2005,MADHYA PRADESH,16770,265
66,2005,MADHYA PRADESH,18234,282
56,2005,MADHYA PRADESH,18738,266
63,2005,MADHYA PRADESH,18752,260
70,2005,MADHYA PRADESH,19635,281
74,2005,MADHYA PRADESH,19730,286
57,2005,MADHYA PRADESH,19842,262
71,2005,MADHYA PRADESH,20061,278
59,2005,MADHYA PRADESH,20069,261
64,2005,MADHYA PRADESH,81558,278
66,2005,MADHYA PRADESH,81610,286
62,2005,MADHYA PRADESH,82870,264
73,2005,MADHYA PRADESH,83134,280
56,2005,MADHYA PRADESH,83767,260
57,2005,MADHYA PRADESH,85555,267
61,2005,MADHYA PRADESH,87955,261
69,2005,MADHYA PRADESH,87972,283
69,2005,MADHYA PRADESH,88688,279
66,2005,MADHYA PRADESH,88925,265
68,2005,MADHYA PRADESH,89515,280
63,2005,MADHYA PRADESH,90490,268
73,2005,MADHYA PRADESH,90492,278
79,2005,TAMIL NADU,39044,80
90,2005,TAMIL NADU,39507,104
87,2005,TAMIL NADU,39598,102
84,2005,TAMIL NADU,40177,98
89,2005,TAMIL NADU,40427,96
78,2005,TAMIL NADU,40566,77
77,2005,TAMIL NADU,40794,77
93,2005,TAMIL NADU,41464,99
81,2005,TAMIL NADU,42958,78
77,2005,TAMIL NADU,43114,77
89,2005,TAMIL NADU,43708,95
87,2005,TAMIL NADU,44233,85
84,2005,TAMIL NADU,44434,85
86,2005,TAMIL NADU,44975,98
93,2005,TAMIL NADU,45232,99
90,2005,TAMIL NADU,45559,100
77,2005,TAMIL NADU,46273,80
90,2005,TAMIL NADU,46452,101
79,2005,TAMIL NADU,46505,98
93,2005,TAMIL NADU,47059,103
89,2005,TAMIL NADU,108655,81
77,2005,TAMIL NADU,108854,77
93,2005,TAMIL NADU,110886,95
84,2005,TAMIL NADU,112649,80
93,2005,TAMIL NADU,113617,99
78,2005,TAMIL NADU,114515,84
91,2005,TAMIL NADU,114564,97
84,2005,TAMIL NADU,115028,77
80,2005,TAMIL NADU,115517,82
80,2005,TAMIL NADU,116310,104
179,2006,ANDAMAN AND NICOBAR ISLANDS,1010201,259
191,2006,ANDAMAN AND NICOBAR ISLANDS,1011513,277
178,2006,ANDAMAN AND NICOBAR ISLANDS,1011534,262
180,2006,ANDAMAN AND NICOBAR ISLANDS,1011674,260
180,2006,ANDAMAN AND NICOBAR ISLANDS,1012868,261
189,2006,ANDAMAN AND NICOBAR ISLANDS,1013526,279
177,2006,ANDAMAN AND NICOBAR ISLANDS,1015219,257
178,2006,ANDAMAN AND NICOBAR ISLANDS,1015577,254
183,2006,ANDAMAN AND NICOBAR ISLANDS,1016269,255
183,2006,ANDAMAN AND NICOBAR ISLANDS,1016572,256
191,2006,ANDAMAN AND NICOBAR ISLANDS,1017470,276
184,2006,ANDAMAN AND NICOBAR ISLANDS,1017607,260
179,2006,ANDAMAN AND NICOBAR ISLANDS,1017986,258
184,2006,ANDAMAN AND NICOBAR ISLANDS,1081333,256
183,2006,ANDAMAN AND NICOBAR ISLANDS,1082094,254
186,2006,ANDAMAN AND NICOBAR ISLANDS,1082210,255
178,2006,ANDAMAN AND NICOBAR ISLANDS,1082629,256
177,2006,ANDAMAN AND NICOBAR ISLANDS,1083691,261
186,2006,ANDAMAN AND NICOBAR ISLANDS,1084059,273
188,2006,ANDAMAN AND NICOBAR ISLANDS,1084088,259
178,2006,ANDAMAN AND NICOBAR ISLANDS,1084237,254
178,2006,ANDAMAN AND NICOBAR ISLANDS,1084429,257
186,2006,ANDAMAN AND NICOBAR ISLANDS,1085654,272
179,2006,ANDAMAN AND NICOBAR ISLANDS,1085709,279
190,2006,ANDAMAN AND NICOBAR ISLANDS,1087629,273
188,2006,ANDAMAN AND NICOBAR ISLANDS,1087882,257
177,2006,ANDAMAN AND NICOBAR ISLANDS,1087966,257
176,2006,ANDAMAN AND NICOBAR ISLANDS,1088719,258
178,2006,ANDAMAN AND NICOBAR ISLANDS,1089543,262
96,2007,WEST BENGAL,55913,206
94,2007,WEST BENGAL,56042,188
104,2007,WEST BENGAL,57122,214
97,2007,WEST BENGAL,57186,206
89,2007,WEST BENGAL,58565,188
91,2007,WEST BENGAL,58685,187
99,2007,WEST BENGAL,59139,207
101,2007,WEST BENGAL,59170,205
99,2007,WEST BENGAL,60649,211
101,2007,WEST BENGAL,61350,210
102,2007,WEST BENGAL,61755,210
100,2007,WEST BENGAL,62873,213
102,2007,WEST BENGAL,62922,209
102,2007,WEST BENGAL,62996,214
100,2007,WEST BENGAL,63497,207
89,2007,WEST BENGAL,63678,213
93,2007,WEST BENGAL,124372,190
104,2007,WEST BENGAL,124592,214
87,2007,WEST BENGAL,125212,192
87,2007,WEST BENGAL,126408,195
92,2007,WEST BENGAL,126763,187
89,2007,WEST BENGAL,126764,208
91,2007,WEST BENGAL,126990,191
94,2007,WEST BENGAL,129002,193
90,2007,WEST BENGAL,130939,190
100,2007,WEST BENGAL,132229,205
94,2007,WEST BENGAL,132618,191
97,2007,WEST BENGAL,132787,190
89,2007,WEST BENGAL,132932,191
93,2007,WEST BENGAL,133524,190
261,2007,WEST BENGAL,8740470,993
264,2007,WEST BENGAL,8740774,1012
264,2007,WEST BENGAL,8740868,1013
261,2007,WEST BENGAL,8741324,986
265,2007,WEST BENGAL,8741891,1007
252,2007,WEST BENGAL,8742572,987
258,2007,WEST BENGAL,8742615,988
267,2007,WEST BENGAL,8743384,1010
252,2007,WEST BENGAL,8744215,988
254,2007,WEST BENGAL,8745444,993
266,2007,WEST BENGAL,8746170,1005
252,2007,WEST BENGAL,8746185,1012
265,2007,WEST BENGAL,8746520,1009
255,2007,WEST BENGAL,8747293,988
255,2007,WEST BENGAL,8748603,989
253,2007,WEST BENGAL,8748780,1013
257,2007,WEST BENGAL,8749129,993
252,2007,WEST BENGAL,8749236,986
259,2007,WEST BENGAL,8749555,988
251,2007,WEST BENGAL,8811303,987
265,2007,WEST BENGAL,8811839,994
261,2007,WEST BENGAL,8813372,1011
258,2007,WEST BENGAL,8814895,990
258,2007,WEST BENGAL,8815354,1006
263,2007,WEST BENGAL,8818017,1008
262,2007,WEST BENGAL,8818468,1010
258,2007,WEST BENGAL,8819080,1012
257,2007,WEST BENGAL,8819742,990
265,2007,WEST BENGAL,8819884,990
58,2008,ANDHRA PRADESH,10070,93
57,2008,ANDHRA PRADESH,10332,92
74,2008,ANDHRA PRADESH,11008,86
70,2008,ANDHRA PRADESH,11425,107
71,2008,ANDHRA PRADESH,12096,105
61,2008,ANDHRA PRADESH,13028,86
60,2008,ANDHRA PRADESH,13842,86
74,2008,ANDHRA PRADESH,14352,105
57,2008,ANDHRA PRADESH,15953,95
69,2008,ANDHRA PRADESH,15995,109
72,2008,ANDHRA PRADESH,16995,108
60,2008,ANDHRA PRADESH,17750,91
69,2008,ANDHRA PRADESH,18234,95
62,2008,ANDHRA PRADESH,19398,105
59,2008,ANDHRA PRADESH,19591,88
60,2008,ANDHRA PRADESH,50082,109
73,2008,ANDHRA PRADESH,50906,105
67,2008,ANDHRA PRADESH,51963,108
58,2008,ANDHRA PRADESH,53448,93
68,2008,ANDHRA PRADESH,53576,113
66,2008,ANDHRA PRADESH,54335,111
66,2008,ANDHRA PRADESH,54686,111
64,2008,ANDHRA PRADESH,55440,92
71,2008,ANDHRA PRADESH,55774,107
60,2008,ANDHRA PRADESH,55894,88
58,2008,ANDHRA PRADESH,56101,91
73,2008,ANDHRA PRADESH,57623,106
66,2008,ANDHRA PRADESH,58894,107
58,2008,ANDHRA PRADESH,58936,89
72,2008,ANDHRA PRADESH,59491,114
194,2008,MANIPUR,1500435,1378
193,2008,MANIPUR,1501166,1399
194,2008,MANIPUR,1502329,1373
204,2008,MANIPUR,1502706,1373
206,2008,MANIPUR,1502766,1400
198,2008,MANIPUR,1503162,1376
198,2008,MANIPUR,1503443,1373
202,2008,MANIPUR,1503824,1382
193,2008,MANIPUR,1504349,1382
202,2008,MANIPUR,1505269,1393
197,2008,MANIPUR,1506531,1400
203,2008,MANIPUR,1507589,1401
199,2008,MANIPUR,1509198,1378
199,2008,MANIPUR,1509791,1375
193,2008,MANIPUR,1571006,1374
209,2008,MANIPUR,1571439,1398
191,2008,MANIPUR,1571814,1380
196,2008,MANIPUR,1571816,1374
195,2008,MANIPUR,1572021,1397
205,2008,MANIPUR,1572486,1380
196,2008,MANIPUR,1572904,1376
205,2008,MANIPUR,1573738,1397
191,2008,MANIPUR,1575145,1377
205,2008,MANIPUR,1576038,1400
201,2008,MANIPUR,1576264,1377
201,2008,MANIPUR,1576793,1392
208,2008,MANIPUR,1576892,1374
194,2008,MANIPUR,1577157,1376
204,2008,MANIPUR,1579892,1394
198,2008,MANIPUR,1579988,1377
91,2008,TAMIL NADU,40008,213
93,2008,TAMIL NADU,40560,212
86,2008,TAMIL NADU,40745,209
80,2008,TAMIL NADU,41169,191
79,2008,TAMIL NADU,41506,216
80,2008,TAMIL NADU,41993,191
77,2008,TAMIL NADU,42860,195
80,2008,TAMIL NADU,43340,193
81,2008,TAMIL NADU,43807,198
80,2008,TAMIL NADU,44441,217
88,2008,TAMIL NADU,44486,214
87,2008,TAMIL NADU,44723,218
83,2008,TAMIL NADU,45307,197
83,2008,TAMIL NADU,46008,193
94,2008,TAMIL NADU,46227,209
88,2008,TAMIL NADU,46327,209
86,2008,TAMIL NADU,46691,209
78,2008,TAMIL NADU,47280,197
88,2008,TAMIL NADU,47635,209
94,2008,TAMIL NADU,48035,217
80,2008,TAMIL NADU,110144,195
91,2008,TAMIL NADU,111024,214
92,2008,TAMIL NADU,111688,218
93,2008,TAMIL NADU,112866,194
80,2008,TAMIL NADU,113070,197
92,2008,TAMIL NADU,113464,194
83,2008,TAMIL NADU,114611,190
76,2008,TAMIL NADU,117445,199
83,2008,TAMIL NADU,117520,193
92,2008,TAMIL NADU,119270,217
93,2008,WEST BENGAL,19114,73
77,2008,WEST BENGAL,19509,68
88,2008,WEST BENGAL,19522,85
84,2008,WEST BENGAL,19638,65
94,2008,WEST BENGAL,22749,88
76,2008,WEST BENGAL,23284,69
78,2008,WEST BENGAL,23300,69
78,2008,WEST BENGAL,23815,70
83,2008,WEST BENGAL,25853,68
81,2008,WEST BENGAL,26675,71
90,2008,WEST BENGAL,26883,88
78,2008,WEST BENGAL,26939,71
94,2008,WEST BENGAL,27193,83
90,2008,WEST BENGAL,27573,87
89,2008,WEST BENGAL,27575,92
79,2008,WEST BENGAL,27607,71
66,2008,WEST BENGAL,41460,187
67,2008,WEST BENGAL,41507,190
71,2008,WEST BENGAL,41971,186
80,2008,WEST BENGAL,42044,192
73,2008,WEST BENGAL,42189,188
69,2008,WEST BENGAL,43079,209
71,2008,WEST BENGAL,43738,187
79,2008,WEST BENGAL,44887,209
78,2008,WEST BENGAL,45295,212
80,2008,WEST BENGAL,45780,209
80,2008,WEST BENGAL,46146,211
84,2008,WEST BENGAL,46473,214
79,2008,WEST BENGAL,46819,213
80,2008,WEST BENGAL,47297,209
80,2008,WEST BENGAL,47375,189
74,2008,WEST BENGAL,47618,195
82,2008,WEST BENGAL,48953,208
81,2008,WEST BENGAL,50483,207
94,2008,WEST BENGAL,89654,92
80,2008,WEST BENGAL,89719,72
78,2008,WEST BENGAL,91129,66
93,2008,WEST BENGAL,92329,83
90,2008,WEST BENGAL,92418,87
86,2008,WEST BENGAL,93468,91
82,2008,WEST BENGAL,94787,64
87,2008,WEST BENGAL,95030,83
93,2008,WEST BENGAL,95199,89
90,2008,WEST BENGAL,95632,84
78,2008,WEST BENGAL,95910,71
79,2008,WEST BENGAL,96824,84
93,2008,WEST BENGAL,97127,89
93,2008,WEST BENGAL,98563,88
67,2008,WEST BENGAL,113714,213
71,2008,WEST BENGAL,114851,212
68,2008,WEST BENGAL,114953,192
69,2008,WEST BENGAL,115587,207
82,2008,WEST BENGAL,115818,208
83,2008,WEST BENGAL,116066,192
84,2008,WEST BENGAL,116280,212
82,2008,WEST BENGAL,118155,209
70,2008,WEST BENGAL,118687,213
71,2008,WEST BENGAL,119415,189
69,2008,WEST BENGAL,119442,190
82,2008,WEST BENGAL,121270,207
93,2009,MAHARASHTRA,50506,7
93,2009,MAHARASHTRA,51025,26
97,2009,MAHARASHTRA,52186,30
92,2009,MAHARASHTRA,52677,12
92,2009,MAHARASHTRA,53139,11
98,2009,MAHARASHTRA,53825,15
101,2009,MAHARASHTRA,54360,25
102,2009,MAHARASHTRA,54375,31
89,2009,MAHARASHTRA,55055,29
91,2009,MAHARASHTRA,56570,13
88,2009,MAHARASHTRA,57316,10
93,2009,MAHARASHTRA,57465,15
100,2009,MAHARASHTRA,57708,34
87,2009,MAHARASHTRA,57968,9
104,2009,MAHARASHTRA,58362,32
91,2009,MAHARASHTRA,58374,7
93,2009,MAHARASHTRA,59771,11
86,2009,MAHARASHTRA,120603,31
104,2009,MAHARASHTRA,120655,28
91,2009,MAHARASHTRA,121582,31
86,2009,MAHARASHTRA,121809,14
102,2009,MAHARASHTRA,121897,27
90,2009,MAHARASHTRA,124051,12
88,2009,MAHARASHTRA,124595,34
102,2009,MAHARASHTRA,126272,32
87,2009,MAHARASHTRA,126872,9
93,2009,MAHARASHTRA,127168,26
100,2009,MAHARASHTRA,127984,28
103,2009,MAHARASHTRA,128604,14
87,2009,MAHARASHTRA,128869,9
109,2009,WEST BENGAL,60061,351
105,2009,WEST BENGAL,60348,332
103,2009,WEST BENGAL,61034,326
109,2009,WEST BENGAL,61095,327
104,2009,WEST BENGAL,61660,334
112,2009,WEST BENGAL,61900,347
105,2009,WEST BENGAL,62139,331
105,2009,WEST BENGAL,63052,334
113,2009,WEST BENGAL,63557,353
113,2009,WEST BENGAL,64153,326
109,2009,WEST BENGAL,64919,325
101,2009,WEST BENGAL,65431,331
114,2009,WEST BENGAL,67985,345
107,2009,WEST BENGAL,69384,333
116,2009,WEST BENGAL,69418,346
105,2009,WEST BENGAL,69468,330
108,2009,WEST BENGAL,69690,347
115,2009,WEST BENGAL,130785,348
116,2009,WEST BENGAL,131269,351
117,2009,WEST BENGAL,131986,348
108,2009,WEST BENGAL,132103,331
102,2009,WEST BENGAL,132587,330
107,2009,WEST BENGAL,132870,325
103,2009,WEST BENGAL,134398,330
108,2009,WEST BENGAL,134790,334
115,2009,WEST BENGAL,137018,348
116,2009,WEST BENGAL,137393,347
118,2009,WEST BENGAL,138685,345
101,2009,WEST BENGAL,138847,330
109,2009,WEST BENGAL,139563,352
97,2010,ANDAMAN AND NICOBAR ISLANDS,60804,111
98,2010,ANDAMAN AND NICOBAR ISLANDS,61145,110
97,2010,ANDAMAN AND NICOBAR ISLANDS,62821,113
99,2010,ANDAMAN AND NICOBAR ISLANDS,63593,111
97,2010,ANDAMAN AND NICOBAR ISLANDS,65286,132
98,2010,ANDAMAN AND NICOBAR ISLANDS,66383,126
102,2010,ANDAMAN AND NICOBAR ISLANDS,66963,127
103,2010,ANDAMAN AND NICOBAR ISLANDS,67817,108
91,2010,ANDAMAN AND NICOBAR ISLANDS,67845,113
98,2010,ANDAMAN AND NICOBAR ISLANDS,68208,112
107,2010,ANDAMAN AND NICOBAR ISLANDS,70064,130
104,2010,ANDAMAN AND NICOBAR ISLANDS,70324,130
103,2010,ANDAMAN AND NICOBAR ISLANDS,131458,132
93,2010,ANDAMAN AND NICOBAR ISLANDS,134140,109
109,2010,ANDAMAN AND NICOBAR ISLANDS,134950,126
103,2010,ANDAMAN AND NICOBAR ISLANDS,135250,123
96,2010,ANDAMAN AND NICOBAR ISLANDS,135620,111
106,2010,ANDAMAN AND NICOBAR ISLANDS,136058,111
91,2010,ANDAMAN AND NICOBAR ISLANDS,136141,105
99,2010,ANDAMAN AND NICOBAR ISLANDS,136582,106
105,2010,ANDAMAN AND NICOBAR ISLANDS,136611,124
99,2010,ANDAMAN AND NICOBAR ISLANDS,136992,109
92,2010,ANDAMAN AND NICOBAR ISLANDS,137227,104
108,2010,ANDAMAN AND NICOBAR ISLANDS,137453,106
105,2010,ANDAMAN AND NICOBAR ISLANDS,137772,123
107,2010,ANDAMAN AND NICOBAR ISLANDS,138016,123
103,2010,ANDAMAN AND NICOBAR ISLANDS,138306,124
106,2010,ANDAMAN AND NICOBAR ISLANDS,138709,125
104,2010,ANDAMAN AND NICOBAR ISLANDS,139697,124
107,2010,ANDAMAN AND NICOBAR ISLANDS,139868,132
82,2010,MADHYA PRADESH,8699,389
74,2010,MADHYA PRADESH,9234,368
79,2010,MADHYA PRADESH,9400,384
72,2010,MADHYA PRADESH,10903,369
74,2010,MADHYA PRADESH,11343,369
68,2010,MADHYA PRADESH,12663,366
74,2010,MADHYA PRADESH,12964,371
76,2010,MADHYA PRADESH,13325,383
78,2010,MADHYA PRADESH,15568,384
78,2010,MADHYA PRADESH,16517,365
84,2010,MADHYA PRADESH,16650,390
71,2010,MADHYA PRADESH,16805,385
74,2010,MADHYA PRADESH,18388,367
71,2010,MADHYA PRADESH,18588,386
70,2010,MADHYA PRADESH,52064,365
83,2010,MADHYA PRADESH,52206,385
72,2010,MADHYA PRADESH,52616,367
78,2010,MADHYA PRADESH,53442,383
69,2010,MADHYA PRADESH,54618,370
67,2010,MADHYA PRADESH,54985,365
77,2010,MADHYA PRADESH,55014,384
71,2010,MADHYA PRADESH,55065,367
81,2010,MADHYA PRADESH,55247,382
72,2010,MADHYA PRADESH,55353,363
77,2010,MADHYA PRADESH,55626,387
70,2010,MADHYA PRADESH,56342,365
78,2010,MADHYA PRADESH,56932,389
80,2010,MADHYA PRADESH,57339,364
